Hours;Calls Presented;Calls Answered;Call Answered <= 45s;Call Answered (> 45s &<= 90s);Call Answered > 90s;Unanswered Calls;TMA;TME;% Answered;DATA_FORMATADA_1;DATA_FORMATADA_FINAL;HORA_FORMATADA;CLASSIFICAÇÃO_DIA;RESPONDIDAS_DN;RESPONDIDAS_DP;NS_DP;NS_DN;NÃO_RESPONDIDAS_DN;NÃO_RESPONDIDAS_DP;DATA_FORMATADA_2;MÊS;ANO;HORA_FORMATADA_2
2021-02-10 18:00:00;40;40;40;;;;00:04:30;00:00:04;100%;2021-02-10;10/02/2021;18:00:00;DIA NOMAL;40;40;100%;100%;0;0;10/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-10 17:00:00;66;54;7;7;40;12;00:07:11;00:03:51;82%;2021-02-10;10/02/2021;17:00:00;DIA NOMAL;7;14;21%;11%;59;52;10/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-10 16:00:00;109;90;4;6;80;19;00:06:12;00:03:53;83%;2021-02-10;10/02/2021;16:00:00;DIA NOMAL;4;10;9%;4%;105;99;10/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-10 15:00:00;110;103;46;32;25;7;00:05:36;00:00:53;94%;2021-02-10;10/02/2021;15:00:00;DIA NOMAL;46;78;71%;42%;64;32;10/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-10 14:00:00;110;110;95;9;6;;00:05:18;00:00:15;100%;2021-02-10;10/02/2021;14:00:00;DIA NOMAL;95;104;95%;86%;15;6;10/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-10 13:00:00;97;95;75;12;8;2;00:05:25;00:00:23;98%;2021-02-10;10/02/2021;13:00:00;DIA NOMAL;75;87;90%;77%;22;10;10/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-10 12:00:00;90;88;80;5;3;2;00:05:56;00:00:12;98%;2021-02-10;10/02/2021;12:00:00;DIA NOMAL;80;85;94%;89%;10;5;10/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-10 11:00:00;93;89;59;8;22;4;00:05:51;00:00:43;96%;2021-02-10;10/02/2021;11:00:00;DIA NOMAL;59;67;72%;63%;34;26;10/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-10 10:00:00;119;116;73;13;30;3;00:05:48;00:00:42;98%;2021-02-10;10/02/2021;10:00:00;DIA NOMAL;73;86;72%;61%;46;33;10/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-10 09:00:00;101;99;87;7;5;2;00:05:25;00:00:14;98%;2021-02-10;10/02/2021;09:00:00;DIA NOMAL;87;94;93%;86%;14;7;10/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-10 08:00:00;42;42;36;1;;;00:04:06;00:00:02;100%;2021-02-10;10/02/2021;08:00:00;DIA NOMAL;36;37;88%;86%;6;5;10/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-09 20:00:00;6;6;6;;;;00:05:43;00:00:00;100%;2021-02-09;09/02/2021;20:00:00;DIA NOMAL;6;6;100%;100%;0;0;09/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-09 19:00:00;20;20;20;;;;00:04:57;00:00:00;100%;2021-02-09;09/02/2021;19:00:00;DIA NOMAL;20;20;100%;100%;0;0;09/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-09 18:00:00;42;39;26;4;9;3;00:05:56;00:00:49;93%;2021-02-09;09/02/2021;18:00:00;DIA NOMAL;26;30;71%;62%;16;12;09/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-09 17:00:00;65;63;24;11;28;2;00:05:39;00:01:28;97%;2021-02-09;09/02/2021;17:00:00;DIA NOMAL;24;35;54%;37%;41;30;09/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-09 16:00:00;96;89;22;6;60;7;00:06:04;00:02:47;93%;2021-02-09;09/02/2021;16:00:00;DIA NOMAL;22;28;29%;23%;74;68;09/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-09 15:00:00;87;87;74;10;2;;00:06:35;00:00:13;100%;2021-02-09;09/02/2021;15:00:00;DIA NOMAL;74;84;97%;85%;13;3;09/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-09 14:00:00;119;111;66;13;32;8;00:05:43;00:00:47;93%;2021-02-09;09/02/2021;14:00:00;DIA NOMAL;66;79;66%;55%;53;40;09/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-09 13:00:00;102;102;101;1;;;00:05:21;00:00:02;100%;2021-02-09;09/02/2021;13:00:00;DIA NOMAL;101;102;100%;99%;1;0;09/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-09 12:00:00;106;101;75;17;9;5;00:05:36;00:00:24;95%;2021-02-09;09/02/2021;12:00:00;DIA NOMAL;75;92;87%;71%;31;14;09/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-09 11:00:00;120;115;62;40;13;5;00:06:11;00:00:39;96%;2021-02-09;09/02/2021;11:00:00;DIA NOMAL;62;102;85%;52%;58;18;09/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-09 10:00:00;112;110;84;13;13;2;00:05:29;00:00:25;98%;2021-02-09;09/02/2021;10:00:00;DIA NOMAL;84;97;87%;75%;28;15;09/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-09 09:00:00;95;90;58;13;19;5;00:05:51;00:01:02;95%;2021-02-09;09/02/2021;09:00:00;DIA NOMAL;58;71;75%;61%;37;24;09/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-09 08:00:00;38;37;32;3;2;1;00:05:13;00:00:18;97%;2021-02-09;09/02/2021;08:00:00;DIA NOMAL;32;35;92%;84%;6;3;09/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-08 20:00:00;7;7;7;;;;00:04:31;00:00:00;100%;2021-02-08;08/02/2021;20:00:00;DIA DE PICO;7;7;100%;100%;0;0;08/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-08 19:00:00;28;28;28;;;;00:05:10;00:00:01;100%;2021-02-08;08/02/2021;19:00:00;DIA DE PICO;28;28;100%;100%;0;0;08/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-08 18:00:00;35;33;24;4;5;2;00:05:21;00:00:36;94%;2021-02-08;08/02/2021;18:00:00;DIA DE PICO;24;28;80%;69%;11;7;08/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-08 17:00:00;81;67;21;8;37;14;00:04:57;00:02:31;83%;2021-02-08;08/02/2021;17:00:00;DIA DE PICO;21;29;36%;26%;60;52;08/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-08 16:00:00;89;81;27;11;43;8;00:06:38;00:01:50;91%;2021-02-08;08/02/2021;16:00:00;DIA DE PICO;27;38;43%;30%;62;51;08/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-08 15:00:00;134;124;;3;121;10;00:05:59;00:04:02;93%;2021-02-08;08/02/2021;15:00:00;DIA DE PICO;0;3;2%;0%;134;131;08/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-08 14:00:00;137;124;12;19;93;13;00:05:45;00:02:25;91%;2021-02-08;08/02/2021;14:00:00;DIA DE PICO;12;31;23%;9%;125;106;08/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-08 13:00:00;111;107;36;21;49;4;00:05:48;00:01:25;96%;2021-02-08;08/02/2021;13:00:00;DIA DE PICO;36;57;51%;32%;75;54;08/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-08 12:00:00;124;113;37;14;61;11;00:06:02;00:02:27;91%;2021-02-08;08/02/2021;12:00:00;DIA DE PICO;37;51;41%;30%;87;73;08/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-08 11:00:00;135;120;24;14;82;15;00:05:56;00:01:51;89%;2021-02-08;08/02/2021;11:00:00;DIA DE PICO;24;38;28%;18%;111;97;08/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-08 10:00:00;123;117;27;28;62;6;00:06:18;00:01:45;95%;2021-02-08;08/02/2021;10:00:00;DIA DE PICO;27;55;45%;22%;96;68;08/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-08 09:00:00;106;98;31;12;55;8;00:05:22;00:01:42;93%;2021-02-08;08/02/2021;09:00:00;DIA DE PICO;31;43;41%;29%;75;63;08/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-08 08:00:00;62;61;61;;;1;00:05:00;00:00:01;98%;2021-02-08;08/02/2021;08:00:00;DIA DE PICO;61;61;98%;98%;1;1;08/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-05 20:00:00;6;6;6;;;;00:09:05;00:00:00;100%;2021-02-05;05/02/2021;20:00:00;DIA DE PICO;6;6;100%;100%;0;0;05/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-05 19:00:00;10;10;10;;;;00:03:55;00:00:00;100%;2021-02-05;05/02/2021;19:00:00;DIA DE PICO;10;10;100%;100%;0;0;05/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-05 18:00:00;28;27;20;2;5;1;00:06:12;00:00:40;96%;2021-02-05;05/02/2021;18:00:00;DIA DE PICO;20;22;79%;71%;8;6;05/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-05 17:00:00;55;50;23;3;24;5;00:06:18;00:02:06;91%;2021-02-05;05/02/2021;17:00:00;DIA DE PICO;23;26;47%;42%;32;29;05/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-05 16:00:00;68;63;26;6;30;5;00:06:51;00:01:32;93%;2021-02-05;05/02/2021;16:00:00;DIA DE PICO;26;32;47%;38%;42;36;05/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-05 15:00:00;71;65;17;19;29;6;00:06:55;00:01:23;92%;2021-02-05;05/02/2021;15:00:00;DIA DE PICO;17;36;51%;24%;54;35;05/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-05 14:00:00;99;91;54;15;22;8;00:06:08;00:00:58;92%;2021-02-05;05/02/2021;14:00:00;DIA DE PICO;54;69;70%;55%;45;30;05/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-05 13:00:00;89;89;67;11;11;;00:05:47;00:00:27;100%;2021-02-05;05/02/2021;13:00:00;DIA DE PICO;67;78;88%;75%;22;11;05/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-05 12:00:00;83;78;33;12;33;5;00:05:35;00:01:34;94%;2021-02-05;05/02/2021;12:00:00;DIA DE PICO;33;45;54%;40%;50;38;05/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-05 11:00:00;99;82;19;8;55;17;00:05:22;00:02:43;83%;2021-02-05;05/02/2021;11:00:00;DIA DE PICO;19;27;27%;19%;80;72;05/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-05 10:00:00;103;88;19;7;62;15;00:05:50;00:03:15;85%;2021-02-05;05/02/2021;10:00:00;DIA DE PICO;19;26;25%;18%;84;77;05/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-05 09:00:00;83;77;28;4;45;6;00:04:39;00:02:34;93%;2021-02-05;05/02/2021;09:00:00;DIA DE PICO;28;32;39%;34%;55;51;05/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-05 08:00:00;56;56;53;3;;;00:05:54;00:00:05;100%;2021-02-05;05/02/2021;08:00:00;DIA DE PICO;53;56;100%;95%;3;0;05/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-04 20:00:00;4;4;4;;;;00:06:36;00:00:00;100%;2021-02-04;04/02/2021;20:00:00;DIA NOMAL;4;4;100%;100%;0;0;04/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-04 19:00:00;17;17;17;;;;00:04:37;00:00:06;100%;2021-02-04;04/02/2021;19:00:00;DIA NOMAL;17;17;100%;100%;0;0;04/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-04 18:00:00;34;34;28;5;1;;00:05:20;00:00:16;100%;2021-02-04;04/02/2021;18:00:00;DIA NOMAL;28;33;97%;82%;6;1;04/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-04 17:00:00;48;44;24;6;13;4;00:05:52;00:00:51;92%;2021-02-04;04/02/2021;17:00:00;DIA NOMAL;24;30;63%;50%;24;18;04/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-04 16:00:00;105;81;14;5;62;24;00:06:46;00:05:50;77%;2021-02-04;04/02/2021;16:00:00;DIA NOMAL;14;19;18%;13%;91;86;04/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-04 15:00:00;104;85;1;6;78;19;00:05:43;00:03:42;82%;2021-02-04;04/02/2021;15:00:00;DIA NOMAL;1;7;7%;1%;103;97;04/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-04 14:00:00;87;82;48;12;22;5;00:06:58;00:00:55;94%;2021-02-04;04/02/2021;14:00:00;DIA NOMAL;48;60;69%;55%;39;27;04/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-04 13:00:00;85;85;83;1;1;;00:05:12;00:00:06;100%;2021-02-04;04/02/2021;13:00:00;DIA NOMAL;83;84;99%;98%;2;1;04/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-04 12:00:00;88;84;58;13;13;4;00:06:01;00:00:30;96%;2021-02-04;04/02/2021;12:00:00;DIA NOMAL;58;71;81%;66%;30;17;04/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-04 11:00:00;100;98;77;13;8;2;00:05:32;00:00:22;98%;2021-02-04;04/02/2021;11:00:00;DIA NOMAL;77;90;90%;77%;23;10;04/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-04 10:00:00;100;92;33;21;37;8;00:06:39;00:01:12;92%;2021-02-04;04/02/2021;10:00:00;DIA NOMAL;33;54;54%;33%;67;46;04/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-04 09:00:00;95;85;21;9;53;10;00:06:55;00:02:09;90%;2021-02-04;04/02/2021;09:00:00;DIA NOMAL;21;30;32%;22%;74;65;04/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-04 08:00:00;51;51;46;5;;;00:05:52;00:00:08;100%;2021-02-04;04/02/2021;08:00:00;DIA NOMAL;46;51;100%;90%;5;0;04/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-03 20:00:00;6;6;6;;;;00:07:04;00:00:00;100%;2021-02-03;03/02/2021;20:00:00;DIA NOMAL;6;6;100%;100%;0;0;03/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-03 19:00:00;15;15;12;2;1;;00:06:43;00:00:18;100%;2021-02-03;03/02/2021;19:00:00;DIA NOMAL;12;14;93%;80%;3;1;03/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-03 18:00:00;30;28;26;2;;2;00:05:27;00:00:11;93%;2021-02-03;03/02/2021;18:00:00;DIA NOMAL;26;28;93%;87%;4;2;03/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-03 17:00:00;61;53;12;7;34;8;00:06:38;00:02:54;87%;2021-02-03;03/02/2021;17:00:00;DIA NOMAL;12;19;31%;20%;49;42;03/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-03 16:00:00;101;78;4;2;72;23;00:07:10;00:03:52;77%;2021-02-03;03/02/2021;16:00:00;DIA NOMAL;4;6;6%;4%;97;95;03/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-03 15:00:00;109;103;62;18;22;6;00:06:47;00:00:53;95%;2021-02-03;03/02/2021;15:00:00;DIA NOMAL;62;80;73%;57%;47;29;03/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-03 14:00:00;106;102;42;12;48;4;00:05:49;00:01:25;96%;2021-02-03;03/02/2021;14:00:00;DIA NOMAL;42;54;51%;40%;64;52;03/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-03 13:00:00;97;97;84;10;3;;00:05:42;00:00:15;100%;2021-02-03;03/02/2021;13:00:00;DIA NOMAL;84;94;97%;87%;13;3;03/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-03 12:00:00;96;94;73;17;4;2;00:05:10;00:00:22;98%;2021-02-03;03/02/2021;12:00:00;DIA NOMAL;73;90;94%;76%;23;6;03/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-03 11:00:00;113;109;58;32;19;4;00:07:04;00:00:46;97%;2021-02-03;03/02/2021;11:00:00;DIA NOMAL;58;90;80%;51%;55;23;03/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-03 10:00:00;129;121;48;31;42;8;00:06:07;00:01:10;94%;2021-02-03;03/02/2021;10:00:00;DIA NOMAL;48;79;61%;37%;81;50;03/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-03 09:00:00;75;72;61;5;6;3;00:05:48;00:00:19;96%;2021-02-03;03/02/2021;09:00:00;DIA NOMAL;61;66;88%;81%;14;9;03/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-03 08:00:00;52;50;45;1;4;2;00:06:07;00:00:17;96%;2021-02-03;03/02/2021;08:00:00;DIA NOMAL;45;46;88%;87%;7;6;03/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-02 20:00:00;4;4;4;;;;00:05:09;00:00:00;100%;2021-02-02;02/02/2021;20:00:00;DIA NOMAL;4;4;100%;100%;0;0;02/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-02 19:00:00;23;23;22;1;;;00:05:45;00:00:03;100%;2021-02-02;02/02/2021;19:00:00;DIA NOMAL;22;23;100%;96%;1;0;02/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-02 18:00:00;35;32;19;8;5;3;00:06:39;00:00:38;91%;2021-02-02;02/02/2021;18:00:00;DIA NOMAL;19;27;77%;54%;16;8;02/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-02 17:00:00;66;54;1;4;49;12;00:06:27;00:04:15;82%;2021-02-02;02/02/2021;17:00:00;DIA NOMAL;1;5;8%;2%;65;61;02/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-02 16:00:00;69;66;29;15;22;3;00:06:35;00:01:09;96%;2021-02-02;02/02/2021;16:00:00;DIA NOMAL;29;44;64%;42%;40;25;02/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-02 15:00:00;103;94;15;5;74;9;00:06:17;00:02:50;91%;2021-02-02;02/02/2021;15:00:00;DIA NOMAL;15;20;19%;15%;88;83;02/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-02 14:00:00;113;107;43;12;52;6;00:06:32;00:01:25;95%;2021-02-02;02/02/2021;14:00:00;DIA NOMAL;43;55;49%;38%;70;58;02/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-02 13:00:00;76;76;74;1;1;;00:06:34;00:00:04;100%;2021-02-02;02/02/2021;13:00:00;DIA NOMAL;74;75;99%;97%;2;1;02/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-02 12:00:00;102;99;58;20;21;3;00:05:56;00:00:44;97%;2021-02-02;02/02/2021;12:00:00;DIA NOMAL;58;78;76%;57%;44;24;02/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-02 11:00:00;100;95;34;12;48;5;00:06:14;00:01:41;95%;2021-02-02;02/02/2021;11:00:00;DIA NOMAL;34;46;46%;34%;66;54;02/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-02 10:00:00;129;124;73;27;24;5;00:05:23;00:00:43;96%;2021-02-02;02/02/2021;10:00:00;DIA NOMAL;73;100;78%;57%;56;29;02/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-02 09:00:00;90;89;78;10;1;1;00:05:34;00:00:15;99%;2021-02-02;02/02/2021;09:00:00;DIA NOMAL;78;88;98%;87%;12;2;02/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-02 08:00:00;40;40;40;;;;00:05:01;00:00:00;100%;2021-02-02;02/02/2021;08:00:00;DIA NOMAL;40;40;100%;100%;0;0;02/02/2021;(02)-fev/2021;2021;08:00:00
2021-02-01 20:00:00;2;2;2;;;;00:06:09;00:00:00;100%;2021-02-01;01/02/2021;20:00:00;DIA DE PICO;2;2;100%;100%;0;0;01/02/2021;(02)-fev/2021;2021;20:00:00
2021-02-01 19:00:00;12;12;12;;;;00:04:42;00:00:00;100%;2021-02-01;01/02/2021;19:00:00;DIA DE PICO;12;12;100%;100%;0;0;01/02/2021;(02)-fev/2021;2021;19:00:00
2021-02-01 18:00:00;38;37;25;6;6;1;00:05:33;00:00:31;97%;2021-02-01;01/02/2021;18:00:00;DIA DE PICO;25;31;82%;66%;13;7;01/02/2021;(02)-fev/2021;2021;18:00:00
2021-02-01 17:00:00;57;56;39;7;10;1;00:06:19;00:00:47;98%;2021-02-01;01/02/2021;17:00:00;DIA DE PICO;39;46;81%;68%;18;11;01/02/2021;(02)-fev/2021;2021;17:00:00
2021-02-01 16:00:00;87;80;22;10;47;7;00:06:08;00:02:25;92%;2021-02-01;01/02/2021;16:00:00;DIA DE PICO;22;32;37%;25%;65;55;01/02/2021;(02)-fev/2021;2021;16:00:00
2021-02-01 15:00:00;86;79;29;5;45;7;00:06:24;00:01:50;92%;2021-02-01;01/02/2021;15:00:00;DIA DE PICO;29;34;40%;34%;57;52;01/02/2021;(02)-fev/2021;2021;15:00:00
2021-02-01 14:00:00;93;87;42;14;31;6;00:05:46;00:01:07;94%;2021-02-01;01/02/2021;14:00:00;DIA DE PICO;42;56;60%;45%;51;37;01/02/2021;(02)-fev/2021;2021;14:00:00
2021-02-01 13:00:00;107;104;94;10;;3;00:06:07;00:00:09;97%;2021-02-01;01/02/2021;13:00:00;DIA DE PICO;94;104;97%;88%;13;3;01/02/2021;(02)-fev/2021;2021;13:00:00
2021-02-01 12:00:00;105;99;57;23;19;6;00:05:45;00:00:47;94%;2021-02-01;01/02/2021;12:00:00;DIA DE PICO;57;80;76%;54%;48;25;01/02/2021;(02)-fev/2021;2021;12:00:00
2021-02-01 11:00:00;109;101;74;14;13;8;00:06:33;00:00:27;93%;2021-02-01;01/02/2021;11:00:00;DIA DE PICO;74;88;81%;68%;35;21;01/02/2021;(02)-fev/2021;2021;11:00:00
2021-02-01 10:00:00;108;104;30;17;57;4;00:05:22;00:01:31;96%;2021-02-01;01/02/2021;10:00:00;DIA DE PICO;30;47;44%;28%;78;61;01/02/2021;(02)-fev/2021;2021;10:00:00
2021-02-01 09:00:00;89;88;61;11;16;1;00:04:49;00:00:38;99%;2021-02-01;01/02/2021;09:00:00;DIA DE PICO;61;72;81%;69%;28;17;01/02/2021;(02)-fev/2021;2021;09:00:00
2021-02-01 08:00:00;46;45;36;4;5;1;00:06:15;00:00:25;98%;2021-02-01;01/02/2021;08:00:00;DIA DE PICO;36;40;87%;78%;10;6;01/02/2021;(02)-fev/2021;2021;08:00:00
2021-01-29 20:00:00;2;2;2;;;;00:02:41;00:00:00;100%;2021-01-29;29/01/2021;20:00:00;DIA NOMAL;2;2;100%;100%;0;0;29/01/2021;(01)-jan/2021;2021;20:00:00
2021-01-29 19:00:00;14;14;14;;;;00:06:28;00:00:00;100%;2021-01-29;29/01/2021;19:00:00;DIA NOMAL;14;14;100%;100%;0;0;29/01/2021;(01)-jan/2021;2021;19:00:00
2021-01-29 18:00:00;21;20;12;3;5;1;00:06:44;00:00:41;95%;2021-01-29;29/01/2021;18:00:00;DIA NOMAL;12;15;71%;57%;9;6;29/01/2021;(01)-jan/2021;2021;18:00:00
2021-01-29 17:00:00;47;47;37;2;8;;00:04:37;00:00:26;100%;2021-01-29;29/01/2021;17:00:00;DIA NOMAL;37;39;83%;79%;10;8;29/01/2021;(01)-jan/2021;2021;17:00:00
2021-01-29 16:00:00;60;57;42;8;7;3;00:05:45;00:00:26;95%;2021-01-29;29/01/2021;16:00:00;DIA NOMAL;42;50;83%;70%;18;10;29/01/2021;(01)-jan/2021;2021;16:00:00
2021-01-29 15:00:00;81;75;41;10;24;6;00:06:28;00:01:14;93%;2021-01-29;29/01/2021;15:00:00;DIA NOMAL;41;51;63%;51%;40;30;29/01/2021;(01)-jan/2021;2021;15:00:00
2021-01-29 14:00:00;75;75;73;2;;;00:05:24;00:00:04;100%;2021-01-29;29/01/2021;14:00:00;DIA NOMAL;73;75;100%;97%;2;0;29/01/2021;(01)-jan/2021;2021;14:00:00
2021-01-29 13:00:00;83;82;79;3;;1;00:05:40;00:00:03;99%;2021-01-29;29/01/2021;13:00:00;DIA NOMAL;79;82;99%;95%;4;1;29/01/2021;(01)-jan/2021;2021;13:00:00
2021-01-29 12:00:00;85;84;83;1;;1;00:04:52;00:00:03;99%;2021-01-29;29/01/2021;12:00:00;DIA NOMAL;83;84;99%;98%;2;1;29/01/2021;(01)-jan/2021;2021;12:00:00
2021-01-29 11:00:00;94;91;74;13;4;3;00:06:42;00:00:17;97%;2021-01-29;29/01/2021;11:00:00;DIA NOMAL;74;87;93%;79%;20;7;29/01/2021;(01)-jan/2021;2021;11:00:00
2021-01-29 10:00:00;101;101;87;7;7;;00:06:10;00:00:15;100%;2021-01-29;29/01/2021;10:00:00;DIA NOMAL;87;94;93%;86%;14;7;29/01/2021;(01)-jan/2021;2021;10:00:00
2021-01-29 09:00:00;90;84;42;19;22;6;00:05:44;00:00:52;93%;2021-01-29;29/01/2021;09:00:00;DIA NOMAL;42;61;68%;47%;48;29;29/01/2021;(01)-jan/2021;2021;09:00:00
2021-01-29 08:00:00;36;36;36;;;;00:04:37;00:00:00;100%;2021-01-29;29/01/2021;08:00:00;DIA NOMAL;36;36;100%;100%;0;0;29/01/2021;(01)-jan/2021;2021;08:00:00
2021-01-28 20:00:00;6;6;6;;;;00:06:59;00:00:00;100%;2021-01-28;28/01/2021;20:00:00;DIA NOMAL;6;6;100%;100%;0;0;28/01/2021;(01)-jan/2021;2021;20:00:00
2021-01-28 19:00:00;20;20;20;;;;00:05:23;00:00:01;100%;2021-01-28;28/01/2021;19:00:00;DIA NOMAL;20;20;100%;100%;0;0;28/01/2021;(01)-jan/2021;2021;19:00:00
2021-01-28 18:00:00;22;22;19;1;2;;00:06:46;00:00:21;100%;2021-01-28;28/01/2021;18:00:00;DIA NOMAL;19;20;91%;86%;3;2;28/01/2021;(01)-jan/2021;2021;18:00:00
2021-01-28 17:00:00;55;52;22;18;11;3;00:06:44;00:01:07;95%;2021-01-28;28/01/2021;17:00:00;DIA NOMAL;22;40;73%;40%;33;15;28/01/2021;(01)-jan/2021;2021;17:00:00
2021-01-28 16:00:00;84;78;27;10;39;6;00:06:51;00:01:37;93%;2021-01-28;28/01/2021;16:00:00;DIA NOMAL;27;37;44%;32%;57;47;28/01/2021;(01)-jan/2021;2021;16:00:00
2021-01-28 15:00:00;87;85;34;28;23;2;00:05:47;00:01:18;98%;2021-01-28;28/01/2021;15:00:00;DIA NOMAL;34;62;71%;39%;53;25;28/01/2021;(01)-jan/2021;2021;15:00:00
2021-01-28 14:00:00;99;98;61;17;20;1;00:05:52;00:00:43;99%;2021-01-28;28/01/2021;14:00:00;DIA NOMAL;61;78;79%;62%;38;21;28/01/2021;(01)-jan/2021;2021;14:00:00
2021-01-28 13:00:00;80;80;79;1;;;00:05:02;00:00:03;100%;2021-01-28;28/01/2021;13:00:00;DIA NOMAL;79;80;100%;99%;1;0;28/01/2021;(01)-jan/2021;2021;13:00:00
2021-01-28 12:00:00;79;79;79;;;;00:05:39;00:00:01;100%;2021-01-28;28/01/2021;12:00:00;DIA NOMAL;79;79;100%;100%;0;0;28/01/2021;(01)-jan/2021;2021;12:00:00
2021-01-28 11:00:00;79;79;70;5;4;;00:05:15;00:00:14;100%;2021-01-28;28/01/2021;11:00:00;DIA NOMAL;70;75;95%;89%;9;4;28/01/2021;(01)-jan/2021;2021;11:00:00
2021-01-28 10:00:00;124;114;61;24;29;10;00:06:07;00:01:01;92%;2021-01-28;28/01/2021;10:00:00;DIA NOMAL;61;85;69%;49%;63;39;28/01/2021;(01)-jan/2021;2021;10:00:00
2021-01-28 09:00:00;77;76;65;8;3;1;00:05:40;00:00:15;99%;2021-01-28;28/01/2021;09:00:00;DIA NOMAL;65;73;95%;84%;12;4;28/01/2021;(01)-jan/2021;2021;09:00:00
